3.20	0.014954	0.016785	0.021362	0.021057	0.008850	0.012512	0.008850	0.016785	
3.21	0.014038	0.016174	0.020142	0.020447	0.010071	0.011597	0.007629	0.014954	
3.22	0.009155	0.014954	0.021362	0.016174	0.013428	0.011902	0.009155	0.011597	
3.23	0.010986	0.016174	0.020752	0.018311	0.011597	0.010376	0.007324	0.015259	
3.24	0.012817	0.015564	0.022278	0.021057	0.008850	0.015564	0.009766	0.013733	
3.25	0.014343	0.013123	0.023193	0.020447	0.010376	0.010376	0.007019	0.011597	
3.26	0.014343	0.017700	0.022278	0.018921	0.007629	0.010376	0.007324	0.012817	
3.27	0.010681	0.013733	0.022888	0.018005	0.010071	0.011597	0.007019	0.012817	
3.28	0.009766	0.016479	0.021667	0.019226	0.010986	0.010986	0.008850	0.014343	
3.29	0.013733	0.013733	0.018921	0.018311	0.008545	0.009766	0.009460	0.012817	
3.30	0.008545	0.013428	0.018616	0.018005	0.009155	0.014343	0.007019	0.012512	
3.31	0.012207	0.013123	0.021362	0.019531	0.010071	0.010986	0.008240	0.014954	
3.32	0.011597	0.014038	0.022888	0.019531	0.013428	0.010376	0.011597	0.011597	
3.33	0.012207	0.016479	0.017700	0.018921	0.008850	0.014038	0.008240	0.013733	
3.34	0.009766	0.015259	0.019226	0.020447	0.008240	0.010681	0.007324	0.016174	
3.35	0.012817	0.014954	0.021057	0.017395	0.009155	0.010071	0.007629	0.011292	
3.36	0.012207	0.017090	0.021362	0.018311	0.011597	0.009155	0.007935	0.012512	
3.37	0.011292	0.015564	0.022278	0.018921	0.011597	0.011597	0.008545	0.011902	
3.38	0.010986	0.013428	0.018311	0.018616	0.011902	0.013733	0.010376	0.010986	
3.39	0.009460	0.014954	0.019836	0.019226	0.009460	0.009766	0.008545	0.014343	
3.40	0.014038	0.016479	0.019226	0.018921	0.007019	0.011902	0.005493	0.017090	
3.41	0.011292	0.016174	0.024414	0.019226	0.010681	0.010986	0.008240	0.012512	
3.42	0.010681	0.014648	0.018921	0.020447	0.010986	0.012512	0.010681	0.012207	
3.43	0.013123	0.015564	0.021362	0.016174	0.010986	0.010376	0.007629	0.013123	
3.44	0.012512	0.014038	0.017395	0.018921	0.007629	0.011597	0.010376	0.013123	
3.45	0.012512	0.015869	0.019836	0.016479	0.010681	0.012512	0.007629	0.013428	
3.46	0.012512	0.018616	0.020447	0.023193	0.008850	0.008850	0.007629	0.011597	
3.47	0.009155	0.014648	0.021973	0.021362	0.007935	0.010376	0.006714	0.012817	
3.48	0.011292	0.014038	0.019226	0.021973	0.009766	0.010681	0.009460	0.012817	
3.49	0.010986	0.014648	0.023193	0.020142	0.007935	0.014648	0.009766	0.012207	
3.50	0.013123	0.013123	0.024719	0.018005	0.010986	0.010071	0.009460	0.016174	
3.51	0.013428	0.013123	0.024414	0.018311	0.007629	0.012207	0.008240	0.012817	
3.52	0.012512	0.017090	0.024109	0.018616	0.010681	0.010986	0.007019	0.013123	
3.53	0.011292	0.013733	0.023804	0.018311	0.010681	0.009460	0.010681	0.013428	
3.54	0.010681	0.012512	0.022278	0.021667	0.009766	0.012207	0.005493	0.012512	
3.55	0.010681	0.013428	0.018921	0.018311	0.010681	0.011292	0.009460	0.011597	
3.56	0.012512	0.014343	0.020447	0.019836	0.009766	0.008545	0.010071	0.014038	
3.57	0.011292	0.013428	0.020752	0.015869	0.008240	0.010986	0.007324	0.014343	
3.58	0.013123	0.011902	0.021973	0.023193	0.007324	0.011597	0.008240	0.012817	
3.59	0.008850	0.015259	0.024719	0.018311	0.012512	0.013123	0.008545	0.011902	
3.60	0.014648	0.014038	0.019836	0.018005	0.010071	0.010071	0.012817	0.014038	
3.61	0.010071	0.010681	0.018311	0.015259	0.011292	0.009155	0.008545	0.012512	
3.62	0.014954	0.017090	0.021973	0.019836	0.009155	0.012512	0.007324	0.013733	
3.63	0.010986	0.013733	0.024109	0.017700	0.009460	0.009460	0.007324	0.011292	
3.64	0.009460	0.016785	0.019836	0.020752	0.012512	0.015564	0.007324	0.010681	
3.65	0.013428	0.016174	0.021362	0.017700	0.013428	0.011902	0.007935	0.013428	
3.66	0.011902	0.014038	0.019226	0.019226	0.010376	0.011902	0.008545	0.011292	
3.67	0.011902	0.017090	0.023499	0.016174	0.009155	0.010376	0.009155	0.012207	
3.68	0.010986	0.016174	0.020142	0.020142	0.010376	0.010376	0.005798	0.012817	
3.69	0.012207	0.014954	0.021973	0.019531	0.008240	0.010071	0.009460	0.012817	
3.70	0.009766	0.010376	0.023193	0.021362	0.010986	0.010681	0.009460	0.013428	
3.71	0.012512	0.017700	0.020447	0.018311	0.009766	0.010376	0.009155	0.012512	
3.72	0.014343	0.014648	0.019836	0.019226	0.008850	0.008850	0.011292	0.013123	
3.73	0.012207	0.013123	0.021057	0.021057	0.010376	0.012817	0.007019	0.012512	
3.74	0.010986	0.015869	0.022583	0.020752	0.009460	0.011597	0.010376	0.010986	
3.75	0.010986	0.017090	0.022888	0.018311	0.010986	0.010986	0.009460	0.013428	
3.76	0.012817	0.014954	0.021667	0.017700	0.010071	0.009766	0.008545	0.012817	
3.77	0.010986	0.017090	0.020752	0.016479	0.010071	0.010986	0.009766	0.011597	
3.78	0.012207	0.013428	0.021362	0.020447	0.011902	0.010986	0.005188	0.013123	
3.79	0.014038	0.014954	0.019531	0.018921	0.007629	0.010986	0.006104	0.013123	
3.80	0.013428	0.018921	0.019226	0.021362	0.010376	0.011292	0.009766	0.014343	
3.81	0.010071	0.015869	0.018616	0.018311	0.012207	0.010986	0.007629	0.012512	
3.82	0.010986	0.014954	0.021057	0.018311	0.007629	0.009155	0.012207	0.014648	
3.83	0.012817	0.015869	0.017090	0.018616	0.012207	0.009460	0.005493	0.010681	
3.84	0.014038	0.013428	0.021667	0.022888	0.009460	0.010681	0.007629	0.015259	
3.85	0.009766	0.017700	0.021667	0.020142	0.011597	0.010376	0.006714	0.013123	
3.86	0.011292	0.016174	0.018616	0.020447	0.011597	0.010071	0.011597	0.011597	
3.87	0.010986	0.015259	0.021667	0.017395	0.009460	0.012817	0.008545	0.013428	
3.88	0.014343	0.014038	0.019226	0.019531	0.011597	0.008850	0.007935	0.013428	
3.89	0.011902	0.013733	0.021973	0.019531	0.009155	0.008850	0.008240	0.015564	
3.90	0.011597	0.018616	0.018005	0.016174	0.007324	0.013733	0.007324	0.010681	
3.91	0.014954	0.017700	0.021362	0.017700	0.011597	0.011597	0.006409	0.014038	
3.92	0.012817	0.011902	0.022888	0.020142	0.012817	0.014648	0.008850	0.009766	
3.93	0.014343	0.012512	0.018311	0.017090	0.009155	0.012817	0.006714	0.013733	
3.94	0.014038	0.016174	0.023499	0.020447	0.008545	0.011597	0.009460	0.010376	
3.95	0.011597	0.016174	0.018005	0.019531	0.010681	0.010376	0.006409	0.009766	
3.96	0.013733	0.013733	0.020752	0.018311	0.010986	0.010071	0.008240	0.016174	
3.97	0.013428	0.014954	0.018616	0.020142	0.008545	0.012512	0.009766	0.010376	
3.98	0.012817	0.016174	0.021667	0.016174	0.011292	0.013428	0.007629	0.016785	
3.99	0.014343	0.014038	0.019226	0.018921	0.008240	0.010681	0.010376	0.013733	
4.00	0.011597	0.016174	0.023193	0.018921	0.010071	0.012817	0.007629	0.013123	
4.01	0.012207	0.016785	0.017395	0.021667	0.013428	0.010681	0.009460	0.013428	
4.02	0.011292	0.016479	0.020752	0.015869	0.008545	0.010986	0.007324	0.009766	
4.03	0.011292	0.017700	0.021973	0.017700	0.009155	0.009766	0.008240	0.015259	
4.04	0.011902	0.011902	0.023193	0.020447	0.008240	0.011597	0.009155	0.013123	
4.05	0.012817	0.014038	0.024109	0.016479	0.010681	0.013123	0.007019	0.014954	
4.06	0.011597	0.014343	0.022888	0.024414	0.009155	0.014343	0.007629	0.011902	
4.07	0.014038	0.013428	0.022583	0.018616	0.011597	0.014648	0.008240	0.010986	
4.08	0.011292	0.017090	0.021973	0.017700	0.009155	0.012817	0.010681	0.012207	
4.09	0.015259	0.012817	0.019531	0.020142	0.009766	0.010376	0.008850	0.013123	
4.10	0.013123	0.018311	0.022888	0.016479	0.007935	0.010986	0.007629	0.011597	
4.11	0.014343	0.014038	0.017700	0.021057	0.010986	0.012207	0.008850	0.014038	
4.12	0.014038	0.016174	0.021667	0.023804	0.008545	0.014343	0.006714	0.015869	
4.13	0.007935	0.013733	0.020447	0.014954	0.008850	0.011597	0.009460	0.013733	
4.14	0.014648	0.016479	0.017395	0.019531	0.010986	0.009460	0.009766	0.012817	
4.15	0.011902	0.015564	0.020142	0.020447	0.006714	0.011292	0.009460	0.010986	
4.16	0.013733	0.016479	0.019836	0.017090	0.012207	0.012207	0.005798	0.012817	
4.17	0.013733	0.013428	0.021667	0.016174	0.009460	0.012512	0.009460	0.016479	
4.18	0.008850	0.017700	0.019531	0.018005	0.009460	0.015564	0.007019	0.012512	
